,release_date,title,production_cost,domestic_gross,worldwide_gross,opening_weekend,mpaa,genre,theaters,runtime,year,duration,country,directors,avg_vote,critics_vote,public_vote,description
453,2010-05-27,Sex and the City 2,95000000,95347692,294680778,31001870,R,Comedy,3445,146,2010,146.0,United States,Michael Patrick King,3.4,3.0,4.0,"The four New York friends, protagonists of the long series of TV series and the previous film, are back with new erotic and sentimental stories. Overburdened by the different faces that everyday life has for them, the four women, now mature, decide to ""take a break"". The destination of a vacation that promises to be a sort of luxury ""escape"" is Abu Dhabi, where a large resort, trips to the desert, shopping in malls and bazaars await you. With all the encounters, the implications, and the complications of the case."
454,2012-08-10,The Campaign,95000000,86907746,104907746,26588460,R,Comedy,3302,85,2012,85.0,United States,Jay Roach,5.2,4.83,6.0,"When Cam Brady (Will Ferrell), a member of Congress for several years, makes an unforgivable mistake before an upcoming election and comes out with a blurred image, brothers Glenn (John Lithgow) and Wade Motch (Dan Aykroyd), important and rich North Carolina managers, decide to intervene and ensure political control of the area. Moved by such intentions, as Brady's rival they choose to nominate Marty Huggins (Zach Galifianakis), rather naive director of the local tourism center. At first, Huggins' choice seems the most unlikely, but as the days go by, the help of his supporters and his family connections turn him into the most combative of rivals."
455,2010-11-12,Unstoppable,95000000,81562942,165720921,22688457,PG-13,Action,3261,98,2010,99.0,United States,Tony Scott,6.5,6.78,6.0,"Frank is a railway engineer, and along with his young colleague Will, he finds himself caught up in the maddening runaway of a train loaded with toxic chemicals. The situation becomes more tense when the train finds itself crossing a series of inhabited centers, overwhelming everything."
456,2010-11-12,Unstoppable,95000000,81562942,165720921,22688457,PG-13,Action,3261,98,2018,100.0,South Korea,Kim Min-Ho,7.5,7.0,8.0,"Dong-Chul and Ji-Soo are a happily married couple. One day, Dong-chul comes home and finds everything turned upside down and his missing wife."
457,2009-12-11,The Lovely Bones,95000000,44114232,94894448,116616,PG-13,Drama,2638,135,2009,136.0,"United States, Great Britain, New Zealand",Peter Jackson,6.6,6.5,7.0,"The story of the young teenager Susie Salmon, brutally murdered and who watches from above her family and her killer. The young woman will have to curb her desire for revenge to be able to help the family heal from the pain."
458,2016-06-30,Ben-Hur,95000000,26410477,91669648,11203815,PG-13,Adventure,3084,123,2016,141.0,United States,Timur Bekmambetov,4.0,3.57,4.0,"Judas Ben-Hur (Jack Huston), a young man of noble origins, is falsely accused of treason by his adoptive brother Messala (Toby Kebbell), a Roman army officer. Deprived of the title and separated from his family and the woman he loves (Nazanin Boniadi), Judas is forced into slavery. After years spent at sea, Judas returns to his homeland to seek revenge, finding salvation instead."
459,2003-05-30,Finding Nemo,94000000,380529370,936094852,70251710,G,Adventure,3425,100,2003,100.0,United States,"Andrew Stanton, Lee Unkrich",7.8,7.78,8.0,"The little fish Nemo gets lost and ends up in a dentist's aquarium in Sydney. His father, Marlin, sets out on his trail and faces a path full of obstacles to save his little son helped by various marine animals."
460,2003-12-17,The Lord of the Rings: The Return of the King,94000000,377845905,1120214046,72629713,PG-13,Adventure,3703,201,2003,201.0,"United States, New Zealand",Peter Jackson,8.0,7.96,8.0,"While Frodo and Sam, accompanied by Gollum, continue their journey to Mount Doom to destroy the Ring, the rest of the company rushes to the rescue of Rohan and Gondor, engaged in the great battle of the Pellenor Fields. Right here, in Minas Tirith, Sauron has decided to launch the final attack for the conquest of Middle-earth ..."
461,2002-12-18,The Lord of the Rings: The Two Towers,94000000,342548984,919148764,62007528,PG-13,Adventure,3622,179,2002,179.0,"United States, New Zealand",Peter Jackson,7.9,7.96,8.0,"After Boromir's death and Gandalf's disappearance, the Community split into three. Frodo and Sam, lost in the hills of Emyn Muil, discover that they are being chased by Gollum, a creature corrupted by the Ring. He promises the Hobbits to lead them to the Black Gate of Mordor; through Middle-earth, Aragorn, Legolas and Gimli set course for Rohan, the kingdom under siege by Theoden. This great ruler, manipulated by Saruman's spy, the sinister Serpent's Tongue, has now fallen under the influence of the evil Wizard. Meanwhile, the Hobbits Merry and Pippin, prisoners of the Uruk-hai, have escaped and discovered in Fangorn Forest an unexpected ally, the guardian of the trees and member of an ancient plant people. Frodo and Sam, to storm the tower of Orthanc and escape the onslaught of the Black Knights, will ask for their help ..."
462,2001-06-15,Lara Croft: Tomb Raider,94000000,131144183,273330185,47735743,PG-13,Adventure,3349,100,2001,100.0,United States,Simon West,3.8,3.21,4.0,"Lara has inherited from her archaeologist father, Lord Richard Croft, an infinity of jewels and objects, including a magical clock. Years later, the man reveals to his daughter the existence of a secret society, called ""the Illuminati"": whose members try to get hold of that watch, whose key would allow them to open the doors of time and space. ..."
463,2015-01-29,Kingsman: The Secret Service,94000000,128261724,404561724,36206331,R,Action,3282,129,2015,129.0,"United States, Great Britain",Matthew Vaughn,6.4,6.24,6.0,An inexperienced teenager is taken under the protective wing by a veteran belonging to a super secret organization. His training process will go hand in hand with the aims of a high-tech genius who threatens the entire world.
464,2001-12-19,The Lord of the Rings: The Fellowship of the Ring,93000000,315544750,891216824,47211490,PG-13,Adventure,3381,179,2001,170.0,"United States, New Zealand",Peter Jackson,8.0,8.11,8.0,"Sauron, the Dark Lord of Mordor, has lost the One in battle - the strongest of the twenty Rings of Power, capable of dominating all the others - and intends to repossess them: therefore he unleashes the forces of Evil against the Company of Nine, who instead he wants to destroy the Ring by throwing it into the Chasm of Fate ..."
465,2001-07-18,Jurassic Park III,93000000,181166115,365900000,50771645,PG-13,Action,3470,93,2001,90.0,United States,Joe Johnston,4.6,4.21,5.0,"An adventurer and his wife persuade paleontologist Alan Grant, seeking funds to study the intelligence of velociraptors, and four other fellow travelers to take a tour aboard a plane to Isla Sorna. The island, once home to the famous prehistoric park, has been transformed into a perfect environment for the growth and development of dinosaurs. When the seven, victims of an accident, are stranded on the island, Dr. Grant realizes the true intentions of the adventurer and his wife."
466,2008-02-14,The Spiderwick Chronicles,92500000,71195053,162839667,19004058,PG,Adventure,3847,96,2008,107.0,United States,Mark Waters,5.7,5.71,6.0,"The Grace family - mother Helen, twins Jared and Simon and sister Mallory - move to the Spiderwick estate. Here strange phenomena begin to occur that only children notice. One day, Jared finds a volume entitled _Arthur Spiderwick's Practical Guide to the Fantasy World Around You_: from that moment, reality is no longer the same and a whole universe of fantastic creatures, not exactly reassuring, appears in the Grace's life ..."
467,2004-10-22,The Incredibles,92000000,261441092,631441092,70467623,PG,Adventure,3933,115,2004,115.0,United States,Brad Bird,7.8,7.8,8.0,"After being two famous superheroes, Bob Parr and his wife have retired to private life assuming the identity of two ordinary people who lead a completely normal existence with their three children. But the desire to get back into action is strong. Therefore, when he is summoned to a remote island for an assignment of the utmost secrecy, Bob immediately accepts ..."
468,2013-02-06,A Good Day to Die Hard,92000000,67349198,304249198,24834845,R,Action,3555,98,2013,99.0,United States,John Moore,4.2,4.0,4.0,"Agent John McClane (Bruce Willis) finds himself forced to travel to Russia to help his son Jack (Jai Courtney), with whom relations have cooled over the years and got involved in an unfortunate episode, and Russian Komorov (Sebastian Koch), whom the Russian underworld hunts for being a government informant. As the entire democratic order of the world is in danger of being undermined by the threat of a coup, the McClane find themselves acting side by side and watching each other's back, discovering that they are unbeatable as a couple."
469,2004-04-09,The Alamo,92000000,22406362,23911362,9124701,PG-13,Western,2609,137,1960,192.0,United States,John Wayne,6.5,6.38,7.0,"1836. In the ancient fortified mission of Alamo, Texas, volunteers under the command of Jim Bowie and Colonel Travis are barricaded, with David Crockett and a group of loyalists, who came from Tennessee, to defend Texas from the expansionist aims of Mexico. In front of them stand seven thousand Mexican soldiers in arms, under the orders of General Santa Ana. The fighting continues for three days before fate is fulfilled. But the heroic resistance will allow General Houston's soldiers to defeat Santa Ana and restore freedom to Texas. Hagiographic and spectacular narrative-river of a milestone episode in US history. Wayne makes his directorial debut: large landscapes and mass scenes, but also a search for the characterization of individual characters. While the western is now entering its ""twilight"" phase, Wayne, against the tide, takes it upon himself to resurrect the legend. The famous musical commentary is by Dimitri Tiomkin."
